id,title,abstract,current_theme,current_domain,confidence,source_model,sonnet_theme,sonnet_domain,agree_theme,agree_domain,human_theme,human_domain,human_notes
69deca574e2d2a5b77edc734,Highly luminescent Mn-doped ZnS nanocrystals: Gram-scale synthesis,"Following growth doping technique, highly luminescent (quantum yield > 50%) Mn-doped ZnS nanocrystals are synthesized via colloidal synthetic technique. The dopant emission has been optimized with varying reaction parameters and found the ratio of Zn to S as well as the percentage of introduced dopant in the reaction mixture are key factors for controlling the intensity. The method is simple, hassle free, and can be scalable to gram level without hindering the quality of nanocrystals. These nano",Advanced Materials & Devices,Rare-Earth Doped Luminescent Materials,0.92,haiku,Advanced Materials & Devices,Rare-Earth Doped Luminescent Materials,Y,Y,,,
69deca0e4e2d2a5b77ed1fa7,Multi-objective reconfigurable three phase off-board charger for EV,"In this paper, a three phase off-board charger is proposed that has a bi-directional flow of active power. The charger uses both solar photo voltaic (PV) array and grid energy to charge the electric vehicle (EV) battery. Moreover, the charger also feeds the solar PV array and battery energy into the grid. To achieve this, the charger has a provision to act as a standalone generator to generate the sinusoidal voltage of reference amplitude and frequency. In case of grid outage, unavailability of ","Energy, Sustainability & Climate Change",Electric Vehicle Battery & Charging Systems,0.92,haiku,"Energy, Sustainability & Climate Change",Electric Vehicle Battery & Charging Systems,Y,Y,,,
69deca424e2d2a5b77ed9350,Stability analysis of jointed rock slope evaluated by 3DEC,Indian Railways has an ambitious plan to connect Jammu Kashmir with the rest of the country. As a part of this plan Udhampur-Srinagar-Barahmula-railway line was proposed to be constructed. Between Katra and Qazigund section this railway line crosses the river Anjikhad. An arch bridge is proposed to be constructed. The natural slopes of both the abutments are inclined between 50°-65°. The rock slopes are composed of highly jointed rock mass and the joint spacing and orientation are varying at dif,Smart & Sustainable Infrastructure,Structural Dynamics & Seismic Engineering,0.9,haiku,Smart & Sustainable Infrastructure,Structural Dynamics & Seismic Engineering,Y,Y,,,
69deca034e2d2a5b77ed03a2,Mode Evolution in a Three-Core Photonic Lantern,"Photonic Lanterns are structures introduced to meet the demands of space-division multiplexing, they form a bridge between SMFs and FMFs. In this paper we have discuss the mode evolution of the modes of Single Mode fibers into the super-modes of the adiabatically tapered structure, which eventually leads onto a FMF.",Quantum Technologies & Semiconductor Technology,Fiber Photonic Devices & Engineering,0.85,haiku,Quantum Technologies & Semiconductor Technology,Fiber Photonic Devices & Engineering,Y,Y,,,
69deca474e2d2a5b77ed9f13,Effect of abrasive water jet peening on NaCl-induced hot corrosion behavior of Ti–6Al–4V,"Hot corrosion studies were performed on pristine and abrasive water jet peened (AWJP) Ti–6Al–4V surfaces. Oxide scales form on the peened and pristine surfaces when coated with NaCl and exposed to 600 °C for 100 h. Despite similar oxide compositions on both surfaces, the thickness and roughness of the oxide scale on the AWJ peened surface is lower. The hot corrosion rate of the pristine surface is 2.5 times higher than that on the AWJ peened surface. Enhanced hot corrosion resistance of the latt",Manufacturing & Industry 4.0,Advanced Surface Finishing & Processing,0.85,haiku,Manufacturing & Industry 4.0,Advanced Surface Finishing & Processing,Y,Y,,,
69deca5d4e2d2a5b77edcdab,Tunable intrinsic magnetic phase transition in pristine single-layer graphene nanoribbons,"In this paper, we report on the interesting phenomenon of magnetic phase transitions (MPTs) observed under the combined influence of an electric field (E) and temperature (T) leading to a thermo-electromagnetic effect on the pristine single-layer zigzag graphene nanoribbon (szGNR). Density functional theory-based first principles calculations have been deployed for this study on the intrinsic magnetic properties of graphene. Interestingly, by tuning electric field (E) and temperature (T), three ",Quantum Technologies & Semiconductor Technology,Spintronics & Magnetic Devices,0.85,haiku,Quantum Technologies & Semiconductor Technology,Spintronics & Magnetic Devices,Y,Y,,,
69deca2a4e2d2a5b77ed61ca,Lint Release Characteristics of Nonwoven Wipes,"Wipes are used to clean surfaces and can be used in either dry or wet/impregnated form. Disposable nonwoven wipes are increasingly used for diverse personal, household, industrial and medical applications. Global market size of wipes is more than 4 billion USD and is growing rapidly. The major properties desired in a medical wipe material are high absorption, low static and gliding friction, non-allergic characteristics, reasonable life and minimal particle release characteristics along with goo",Manufacturing & Industry 4.0,Textile Manufacturing & Fabric Properties,0.85,haiku,Manufacturing & Industry 4.0,Textile Manufacturing & Fabric Properties,Y,Y,,,
69deca644e2d2a5b77ede0b7,Structure and properties of diamond thin films grown by hot-filament chemical vapour deposition technique,"Diamond thin films are of tremendous technological importance today. Both electronic and non electronic applications of diamond thin film require them to be reproducible and of high crystalline quality, i.e., free of impurities. We have deposited high quality diamond thin films over an area of 1 inch<sup>2</sup> by hot-filament chemical vapour deposition technique with CH<inf>4</inf> and H<inf>2</inf> as the source gases. Detailed characterization of these films by the micro-Raman spectroscopy, ",Advanced Materials & Devices,Ion Beam & Thin Film Engineering,0.85,haiku,Advanced Materials & Devices,Ion Beam & Thin Film Engineering,Y,Y,,,
69deca3a4e2d2a5b77ed812b,Angle dependent localized surface plasmon resonance from near surface implanted silver nanoparticles in SiO2 thin film,"Near surface silver nanoparticles embedded in silicon oxide were obtained by 40 keV silver negative ion implantation without the requirement of an annealing step. Ion beam induced local heating within the film leads to an exodiffusion of the silver ions towards the film surface, resulting in the protrusion of larger nanoparticles. Cross-sectional transmission electron microscopy reveals the presence of poly-disperse nanoparticles (NPs), ranging between 2 nm and 20 nm, at different depths of the ",Quantum Technologies & Semiconductor Technology,Plasmonic & Fiber Optic Sensors,0.85,haiku,Quantum Technologies & Semiconductor Technology,Plasmonic & Fiber Optic Sensors,Y,Y,,,
69deca0b4e2d2a5b77ed1825,Context-based semantic tagging of multimedia data,"With the rapid growth of broadcast systems and ease of accessing internet services, lots of information is available and accessible on the web. The information available in multimedia documents may have different context and content. Since, interpretation of multimedia content cannot be free of context so tagging on the basis on context is indispensable for dealing with this problem. Tagging plays an important role in retrieving multimedia data as now-a-days most of the videos are retrieved base","AI/ML, Supercomputing & Quantum Computing",Natural Language Processing & Information Retrieval,0.85,haiku,"AI/ML, Supercomputing & Quantum Computing",Natural Language Processing & Information Retrieval,Y,Y,,,
69deca554e2d2a5b77edc3b5,A novel intuitionistic fuzzy approach for tumour/hemorrhage detection in medical images,"This study presents a novel method to detect edges that clusters, thresholds, and then detects edges of tumour/ hemorrhage region using intuitionistic fuzzy set theory. Clustering segments image into several clusters and histogram thresholding eliminates unwanted clusters that are not related to tumour/hemorrhage region. Finally, image is edge detected, where a clear boundary is obtained. Proposed method performs better than existing edge detection methods.",Healthcare & MedTech,Clinical AI & Medical Imaging Analytics,0.85,haiku,Healthcare & MedTech,Clinical AI & Medical Imaging Analytics,Y,Y,,,
6a13eb6e2b6042b76346832c,Antecedents of User Experience for Generative Artificial Intelligence Applications,"As an emerging technology, Generative Artificial Intelligence holds immense potential for application across various levels of business and management. The advancements in Gen AI have transcended traditional AI systems. Few studies exist discussing the potential of the technology, though there is a dearth of studies that empirically examine the factors associated with the corresponding user experience. A total of 30,000 critical user reviews were obtained from seven different Generative artifici","Social Sciences, Humanities & Management",Digital Culture & Consumer Experience,0.85,haiku,"Social Sciences, Humanities & Management",Digital Culture & Consumer Experience,Y,Y,,,
69deca324e2d2a5b77ed7507,Cardiac ultrasound image enhancement using tissue selective total variation regularization,"Speckle reduction is desired to improve the quality of ultrasound images. However, a uniform speckle reduction from the entire image results in loss of important information, especially in cardiac ultrasound images. In this paper, a tissue selective total variation regularization approach is proposed for the enhancement of cardiac ultrasound images. It measures the pixel probability of belonging to blood regions and uses it in the total variation framework. As a result, the unwanted speckle from",Healthcare & MedTech,Clinical AI & Medical Imaging Analytics,0.85,haiku,Healthcare & MedTech,Clinical AI & Medical Imaging Analytics,Y,Y,,,
69deca244e2d2a5b77ed555e,Investigation on filtration properties of polyester needle-punched dust filter,"In nonwoven filter fabrics, virgin polyester fibre is mostly used. Therefore, this study has been conducted with the use of virgin polyester fibre and recycled polyester fibre which is obtained after recycling of post-consumer bottle flakes to reduce the cost of filter fabric. The study is concerned to examine the effect of fabric GSM (grams/m<sup>2</sup>), needling density and depth of needle penetration on filtration efficiency and also to see the suitability of recycled polyester fibre in pla",Manufacturing & Industry 4.0,Textile Manufacturing & Fabric Properties,0.85,haiku,Manufacturing & Industry 4.0,Textile Manufacturing & Fabric Properties,Y,Y,,,
69deca4a4e2d2a5b77eda7f1,Integration and prediction difficulty in hindi sentence comprehension: Evidence from an eye-tracking corpus,"This is the first attempt at characterizing reading difficulty in Hindi using naturally occurring sentences. We created the Potsdam-Allahabad Hindi Eyetracking Corpus by recording eye-movement data from 30 participants at the University of Allahabad. India. The target stimuli were 153 sentences selected from the beta version of the Hindi-Urdu treebank. We find that word- or low-level predictors (syllable length, unigram and bigram frequency) affect first-pass reading times, regression path dura-","Social Sciences, Humanities & Management",Computational Linguistics & Language Processing,0.85,haiku,"Social Sciences, Humanities & Management",Computational Linguistics & Language Processing,Y,Y,,,
69deca224e2d2a5b77ed4dd5,Performance evaluation of reactors designed for bioconversion of wheat straw to animal feed,A chronology of reactor design from laboratory scale to pilot scale for the bioconversion of wheat straw to animal feed is presented. The engineering criteria considered at each stage of development are discussed. Designs were executed at each stage and their performance was compared based on engineering and bioconversion parameters. Illustrative detailed analyses of data obtained from performance evaluation experiments from selected designs are provided. Schematics diagrams of the different gen,Manufacturing & Industry 4.0,Biomanufacturing & Fermentation Processes,0.85,haiku,Manufacturing & Industry 4.0,Biomanufacturing & Fermentation Processes,Y,Y,,,
69deca054e2d2a5b77ed07f3,Utility of whiskerized carbon fabric surfaces in resistive heating of composites,"In the present study, the embedding ZnO nano-whiskers (NWs) on carbon fiber (CF) surface was carried out to study the changes in Ohmic heating and mechanical stability of carbon fabric reinforced green epoxy composite laminates. The ZnO NWs were grown onto the CF surface by hydrothermal method and subsequently the laminate composites with different number of carbon woven layers were prepared. To study the resistive heating behavior of the laminate composites, the temperature versus time curves w",Advanced Materials & Devices,Composite & Laminate Structures,0.85,haiku,Advanced Materials & Devices,Composite & Laminate Structures,Y,Y,,,
69deca2c4e2d2a5b77ed65b5,Geoecological integrity index for assessment and prioritisation of watersheds in the Indian northwestern Himalayan region using geoinformatics,"Abstract: Biotic, abiotic and anthropogenic factors are considered in isolation for prioritisation of watersheds. Instead, it requires a multidisciplinary geoecolocical approach. The geoecology based prioritisation provides opportunities to assess the region by evaluating these multiple factors in combination. Thus, Geoecological Integrity Index (GII) was developed for prioritisation of Baner River watersheds of Indian northwestern Himalayan region by integrating biotic, abiotic and anthropogeni",Smart & Sustainable Infrastructure,Hydrology & Water Resources Management,0.85,haiku,Smart & Sustainable Infrastructure,Hydrology & Water Resources Management,Y,Y,,,
69deca4a4e2d2a5b77eda79d,A perturbed martingale approach to global optimization,"A new global stochastic search, guided mainly through derivative-free directional information computable from the sample statistical moments of the design variables within a Monte Carlo setup, is proposed. The search is aided by imparting to the directional update term additional layers of random perturbations referred to as 'coalescence' and 'scrambling'. A selection step, constituting yet another avenue for random perturbation, completes the global search. The direction-driven nature of the se","AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,0.85,haiku,"AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,Y,Y,,,
69deca5f4e2d2a5b77edd287,Impact of Driving Behaviour on Energy Consumption of Electric Vehicle,"Electric Vehicles (EV) are considered to be a promising alternative to internal combustion engine (ICE) vehicles. However, its driving range still poses inhibition to its acceptance. This range anxiety is greatly determined by driving behaviour of EV user. As driving patterns vary on an individual basis, energy consumption for the same distance and environmental conditions could be vastly different. The velocity profile can have an important impact on their energy consumption and thus their driv","Energy, Sustainability & Climate Change",Electric Vehicle Battery & Charging Systems,0.85,haiku,"Energy, Sustainability & Climate Change",Electric Vehicle Battery & Charging Systems,Y,Y,,,
69deca5c4e2d2a5b77edcc40,Composition-Dependent Thermodynamic Factor and Tracer Diffusion of A15-V3Ga Intermetallic Compound,"We determined the compositional dependence of thermodynamic factor in the V<inf>3</inf>Ga phase using CALPHAD-based study for which the Thermocalc software was utilized. Further, we calculated the tracer diffusion coefficients for the individual components in the grown V<inf>3</inf>Ga phase in a binary V–Ga system using Darken’s–Manning equation. We also examined the importance of partial molar volume of components towards the behaviour of tracer diffusion of different components in V<inf>3</inf",Advanced Materials & Devices,Alloys & Structural Metals,0.85,haiku,Advanced Materials & Devices,Alloys & Structural Metals,Y,Y,,,
69deca024e2d2a5b77ed00e2,Development of 350 MHz quarter wave coaxial resonator for power coupler testing,"High Power Coaxial RF Couplers ( 50 kW, CW, 350 MHz) with inductive coupling are presently under development at NPD, BARC. These couplers require high power conditioning for their successful operation. A compact coaxial resonator has been designed and developed. Low power prototype has been tested and tuned to the desired frequency with good agreement between CST Microwave simulations and measurement results. In this paper salient features of these developments are presented. ©2009 IEEE.",Next-Gen Communication,Antenna Design & RF Systems,0.85,haiku,Next-Gen Communication,Antenna Design & RF Systems,Y,Y,,,
69dec9f54e2d2a5b77ece382,Performance of elliptical pin fin heat exchanger with three elliptical perforations,"A computational investigation has been carried out to assess the heat transfer and pressure drop characteristics of elliptical pin fins arranged in a rectangular duct in a staggered manner. Two types of elliptical pin fins have been considered for this purpose, namely, solid elliptical and perforated elliptical pin fins. Three perforations of elliptical cross sections are considered in the elliptical pin fins. Pressure, temperature and velocity profiles at different locations within the computat",Manufacturing & Industry 4.0,Fluid-Particle Flow & Multiphase Systems,0.82,sonnet,Manufacturing & Industry 4.0,Fluid-Particle Flow & Multiphase Systems,Y,Y,,,
69deca1a4e2d2a5b77ed3b2f,QoS and Privacy-Aware Routing for 5G-Enabled Industrial Internet of Things: A Federated Reinforcement Learning Approach,"The development and maturity of the fifth-generation (5G) wireless communication technology provides the industrial Internet of Things (IIoT) with ultra-reliable and low-latency communications and massive machine-type communications, and forms a novel IIoT architecture, 5G-IIoT. However, massive data transfer between interconnecting industrial devices also brings new challenges for the 5G-IIoT routing process in terms of latency, load balancing, and data privacy, which affect the development of ",Next-Gen Communication,Wireless Network Access & Resource Allocation,0.78,haiku,Next-Gen Communication,Wireless Network Access & Resource Allocation,Y,Y,,,
69deca464e2d2a5b77ed9d2a,Landslides hazard mapping using high-resolution satellite data,"Landslides are one of the severe natural hazards induced by heavy rainfall, deforestation, slope failure and urban expansion. It can lead to significant loss of life and property in hilly and gully regions. Field studies that identify and map landslides are expensive and time-consuming as it includes the cost of the survey, travelling, workforce, and instrument. Although progression in technology and availability of high-resolution remote sensing data has now made it possible to identify landsli",Smart & Sustainable Infrastructure,Hydrology & Water Resources Management,0.78,haiku,Smart & Sustainable Infrastructure,Hydrology & Water Resources Management,Y,Y,,,
69deca544e2d2a5b77edc010,Power converter systems for consumer electronics devices,"This paper discusses a network theory prospective of a power converter system used in consumer electronics devices (CED). As step-down buck converters are most widely used topology in this field of application, their operation is discussed in this paper. A power converter works as a system with power stage and controller working as a single unit. The power stage is designed to process power at higher voltage/current and the controller forces the converter system to behave like a voltage or curre",Manufacturing & Industry 4.0,Electric Motor Drives & Power Electronics,0.75,haiku,Manufacturing & Industry 4.0,Electric Motor Drives & Power Electronics,Y,Y,,,
69deca0b4e2d2a5b77ed170b,Dual Thinking and Logical Processing in Human Vision and Multimodal Large Language Models,"The dual thinking framework considers fast, intuitive, and slower logical processing. The perception of dual thinking in vision requires images where inferences from intuitive and logical processing differ, and the latter is under-explored in current studies. We introduce a novel adversarial dataset to provide evidence for the dual thinking framework in human vision, which also facilitates the study of the qualitative behavior of deep learning models. Our psychophysical studies show the presence","AI/ML, Supercomputing & Quantum Computing",Machine Learning & Neural Networks,0.75,haiku,"AI/ML, Supercomputing & Quantum Computing",Machine Learning & Neural Networks,Y,Y,,,
69deca614e2d2a5b77edd79e,Synthesizing Multi-threaded Tests from Sequential Traces to Detect Communication Deadlocks,"Multi-threaded libraries, including the ones advertised as thread-safe, may contain concurrency bugs, and worse, may not include relevant test cases that can drive the program execution towards bug-prone interleavings. Also, the effectiveness of dynamic verification, a prominent concurrency bug detection technique, depends critically on the availability of relevant test cases. Generating such test cases automatically to assist dynamic verification is, therefore, a significant problem.Among hard-","AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,0.75,haiku,"AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,Y,Y,,,
69deca3b4e2d2a5b77ed831f,Super resolution of images of 3D scenecs,We address the problem of super resolved generation of novel views of a 3D scene with the reference images obtained from cameras in general positions; a problem which has not been tackled before in the context of super resolution and is also of importance to the field of image based rendering. We formulate the problem as one of estimation of the color at each pixel in the high resolution novel view without explicit and accurate depth recovery. We employ a reconstruction based approach using MRF-,"AI/ML, Supercomputing & Quantum Computing",Machine Learning & Neural Networks,0.75,haiku,"AI/ML, Supercomputing & Quantum Computing",Machine Learning & Neural Networks,Y,Y,,,
69dec9f64e2d2a5b77ece559,Numerical modelling of storm surges in the Arabian Sea,"Using the basic hydrodynamic equations governing motion in the sea, a coastal zone numerical model has been developed for the prediction of storm surges along the west coast of India. Numerical experiments were performed with the help of this model to simulate the surge generated by the devastating 1975 Porbandar cyclone. The results of the experiments were in good agreement with the reported values along the Gujarat coast. © 1985.",Smart & Sustainable Infrastructure,Hydrology & Water Resources Management,0.75,haiku,Smart & Sustainable Infrastructure,Hydrology & Water Resources Management,Y,Y,,,
69deca1b4e2d2a5b77ed3da4,Channel Access Strategies for Control-Communication Co-Designed Networks,"In this article, we develop a communication-control co-design framework in a wireless networked control system with multiple geographically separated controllers and controlled systems, modeled via a Poisson point process. Each controlled system consists of an actuator, plant, and sensor. Controllers receive state estimates from sensors and design control inputs, which are sent to actuators over a shared wireless channel, causing interference. Our co-design includes control strategies at the con",Next-Gen Communication,Wireless Network Access & Resource Allocation,0.75,haiku,Next-Gen Communication,Wireless Network Access & Resource Allocation,Y,Y,,,
6a26bee72b6042b76389ba94,Dynamic traffic assignment for electric vehicles,"Frequent and severe waterlogging caused by climate change poses significant challenges to urban infrastructure systems, particularly transportation networks (TNs) and distribution networks (DNs), necessitating efficient restoration strategies. This study proposes a collaborative scheduling framework for post-disaster restoration in waterlogging scenarios, addressing the impact of waterlogging on both transportation and distribution systems. The method integrates electric vehicles (EVs), mobile p",Smart & Sustainable Infrastructure,Transportation Systems & Traffic Management,0.75,haiku,Smart & Sustainable Infrastructure,Transportation Systems & Traffic Management,Y,Y,,,
6a26bb922b6042b76389a04d,Non‐isolated bidirectional DC–DC converters with multi‐converter functionality employing novel start‐up and mode transition techniques,"This work targets reducing the mode transition time drastically, for two of the bidirectional DC–DC converters (BDCs) employed in energy storage systems, simultaneously proposing a smooth start-up process. Two different mode transition techniques are introduced for topology A (proposed) and topology B, respectively, whose transition times are much smaller than the existing transition techniques. Topologies A and B are capable of performing all basic converter operations, i.e. buck, boost, invert","Energy, Sustainability & Climate Change",Electric Vehicle Battery & Charging Systems,0.75,haiku,"Energy, Sustainability & Climate Change",Electric Vehicle Battery & Charging Systems,Y,Y,,,
69deca664e2d2a5b77ede3e3,On bivariate fractal interpolation for countable data and associated nonlinear fractal operator,"Fractal interpolation has been conventionally treated as a method to construct a univariate continuous function interpolating a given finite data set with the distinguishing property that the graph of the interpolating function is the attractor of a suitable iterated function system. On the one hand, attempts have been made to extend the univariate fractal interpolation from a finite data set to a countably infinite set. On the other hand, fractal interpolation in higher dimensions, particularly","AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,0.75,haiku,"AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,Y,Y,,,
69deca1a4e2d2a5b77ed3a1a,Study of a hybrid solar system-solar air heater combined with solar cells,"In a conventional solar thermal system, electrical energy is needed to circulate the fluid. This energy is supplied by an electrical source. A hybrid system, a combination of thermal and photovoltaic systems can generate sufficient electrical energy to turn the pump. The solar cells are pasted directly over the absorber plate. The part of the solar radiation falling on the cell area is converted into electrical energy, and part is collected by the flowing air. A hybrid system is, thus, operated ","Energy, Sustainability & Climate Change",Solar Thermal Energy & Heat Transfer Systems,0.75,haiku,"Energy, Sustainability & Climate Change",Solar Thermal Energy & Heat Transfer Systems,Y,Y,,,
69deca184e2d2a5b77ed36e2,A short-term ensemble wind speed forecasting system for wind power applications,"This study develops an adaptive, blended forecasting system to provide accurate wind speed forecasts 1h ahead of time for wind power applications. The system consists of an ensemble of 21 forecasts with different configurations of the Weather Research and Forecasting Single Column Model and persistence, autoregressive, and autoregressive moving-average models. The ensemble is calibrated against observations for a 6-month period (January-June 2006) at a potential wind-farm site in Illinois using ","Energy, Sustainability & Climate Change",Grid Integration & Smart Microgrids,0.75,haiku,"Energy, Sustainability & Climate Change",Grid Integration & Smart Microgrids,Y,Y,,,
69deca234e2d2a5b77ed5194,Designing a square periodic racemic helix photonic metamaterial using phase-controlled interference lithography for tailored chiral response,"In this study, we propose a double exposure phase-controlled laser interference lithography (DE-PCLIL) approach in 4 + 1 beams interference to design a three-dimensional (3D) racemic helical periodic nanostructure. The explicit azimuthal rotation of each beam by π/2 between the two exposures and the resultant intensity distribution discover the racemic 3D helix structure arranged in the square unit cell. The proof of concept is experimentally demonstrated by recording a series of cross-sectional",Quantum Technologies & Semiconductor Technology,Structured Light & Polarization Engineering,0.75,haiku,Quantum Technologies & Semiconductor Technology,Structured Light & Polarization Engineering,Y,Y,,,
69deca0e4e2d2a5b77ed1e89,Solar Photovoltaic Array fed Push-Pull Buck DC-DC Converter for Telecom Load,"This paper discusses the solar photovoltaic (SPV) array fed telecom load using modular push-pull buck dc-dc converter as an intermediate converter. The straightforward boost converter with lesser number of components and single switch device has inherent features of reducing the ripples in its output current. Also, the proposed front-end structure extracts maximum power in the boundless region. The SPV array is designed such that the power at rated dc voltage is supplied to the telecon load and ","Energy, Sustainability & Climate Change",Grid Integration & Smart Microgrids,0.75,haiku,"Energy, Sustainability & Climate Change",Grid Integration & Smart Microgrids,Y,Y,,,
69deca494e2d2a5b77eda5dd,Dynamics of Serial Rigid–Flexible Robots,"In this chapter, dynamic modeling of serial robots comprising both rigid and flexible links is presented. Such robots are referred here as rigid–flexible robots. First, their kinematics is described, followed by the scheme used to discretize the deflection of each flexible link. Then, some definitions, similar to those defined for rigid robots in Chap. 2, are also introduced for the rigid–flexible robots. The decoupled natural orthogonal complement (DeNOC) matrices for systems with mixed rigid a","AI/ML, Supercomputing & Quantum Computing",Control Systems & Linear Dynamical Systems,0.75,haiku,"AI/ML, Supercomputing & Quantum Computing",Control Systems & Linear Dynamical Systems,Y,Y,,,
69deca474e2d2a5b77ed9ee0,Scale periodicity and its sampling theorem,"The scale transform is a new representation for signals, offering perspective that is different from the Fourier transform. In this correspondence, we introduce the notion of a scale periodic function. These functions are then represented through the discrete scale series. We also define the notion of a strictly scale-limited signal. Analogous to the Shannon interpolation formula, we show that such signals can be exactly reconstructed from exponentially spaced samples of the signal in the time d","AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,0.75,haiku,"AI/ML, Supercomputing & Quantum Computing",Algorithms & Computational Complexity,Y,Y,,,
69dec9fb4e2d2a5b77ecee98,Analysis of cardiac dynamics due to local anesthesia during third molar tooth extraction using heart rate variability,"In this study, we performed heart rate variability (HRV) analysis of the non-medically compromised patients undergoing tooth extraction procedure using 2 ml local anaesthetic volume of 2% lignocaine with adrenaline. The increase in heart rate due to vasoconstriction in the peripheral blood vessels has been quantifying the sympathetic stimulation to the local anesthesia (LA). The ECG signal is recorded from dental patients in resting condition (before local anesthesia), 2-3 min after injection of",Healthcare & MedTech,Clinical Diagnostics & Biomarkers,0.75,haiku,Healthcare & MedTech,Clinical Diagnostics & Biomarkers,Y,Y,,,
69dec9fc4e2d2a5b77ecf06c,Stabilization of beam-weibel instability by equilibrium density ripples,"In this paper, we present an approach to achieve suppression/complete stabilization of the transverse electromagnetic beam Weibel instability in counter streaming electron beams by modifying the background plasma with an equilibrium density ripple, shorter than the skin depth; this weakening is more pronounced when thermal effects are included. On the basis of a linear two stream fluid model, it is shown that the growth rate of transverse electromagnetic instabilities can be reduced to zero valu",Next-Gen Communication,Plasma-Wave & Electromagnetic Interactions,0.75,haiku,Next-Gen Communication,Plasma-Wave & Electromagnetic Interactions,Y,Y,,,
69deca644e2d2a5b77ede0ed,Influence of water molecules on the detection of volatile organic compounds (VOC) cancer biomarkers by nanocomposite quantum resistive vapor sensors vQRS,"The anticipated diagnosis of various fatal diseases from the analysis of volatile organic compounds (VOC) biomarkers of the volatolome is the object of very dynamic research. Nanocomposite-based quantum resistive vapor sensors (vQRS) exhibit strong advantages in the detection of biomarkers, as they can operate at room temperature with low consumption and sub ppm (part per million) sensitivity. However, to meet this application they need to detect some ppm or less amounts of biomarkers in patient",Healthcare & MedTech,Clinical Biosensors & Point-of-Care Devices,0.75,haiku,Healthcare & MedTech,Clinical Biosensors & Point-of-Care Devices,Y,Y,,,
69deca034e2d2a5b77ed0312,Compositional sequence determination of acrylonitrile-butyl acrylate copolymers by 13C n.m.r. spectroscopy,Acrylonitrile-butyl acrylate (A/B) copolymers of different monomer compositions were prepared by bulk polymerization using a free radical initiator. Copolymer compositions were determined by elemental analyses and comonomer reactivity ratios were determined using a non-linear least squares errors-in-variables model. Terminal and penultimate reactivity ratios were calculated using the observed monomer triad sequence distribution determined from <sup>13</sup>C{H} n.m.r. spectra. The triad sequence,Advanced Materials & Devices,Polymer Nanocomposites & Blends,0.75,haiku,Advanced Materials & Devices,Polymer Nanocomposites & Blends,Y,Y,,,
69deca104e2d2a5b77ed2373,A novel DC bus voltage sensorless PFC rectifier with improved voltage dynamics,"A novel DC bus voltage estimation algorithm with inherent cancellation of feedback voltage ripple is presented in this work. Design issues are discussed and simulation results arc presented. Apart from reduction of output voltage sensor, the proposed estimation algorithm also eliminates twice the line frequency ripple from the feedback path allowing a voltage controller bandwidth comparable to line frequency, suitable for most front-end Power Factor Corrected (PFC) Converter applications.",Manufacturing & Industry 4.0,Electric Motor Drives & Power Electronics,0.75,haiku,Manufacturing & Industry 4.0,Electric Motor Drives & Power Electronics,Y,Y,,,
69deca114e2d2a5b77ed2537,Electrochemically Derived Crystalline CuO from Covellite CuS Nanoplates: A Multifunctional Anode Material,"In the present era, electrochemical water splitting has been showcased as a reliable solution for alternative and sustainable energy development. The development of a cheap, albeit active, catalyst to split water at a substantial overpotential with long durability is a perdurable challenge. Moreover, understanding the nature of surface-active species under electrochemical conditions remains fundamentally important. A facile hydrothermal approach is herein adapted to prepare covellite (hexagonal)","Energy, Sustainability & Climate Change",Energy Storage Materials,0.75,haiku,"Energy, Sustainability & Climate Change",Energy Storage Materials,Y,Y,,,
69deca404e2d2a5b77ed8ecb,Identification of piecewise-linear mechanical oscillators via Bayesian model selection and parameter estimation,"The problem of identifying single degree-of-freedom (SDOF) nonlinear mechanical oscillators with piecewise-linear (PWL) restoring forces is considered. PWL nonlinear systems are a class of models that specify or approximate nonlinear systems via a set of locally-linear maps, each defined over different operating regions. They are useful in modelling hybrid phenomena common in practical situations, such as, systems with different modes of operation, or systems whose dynamics change because of phy","AI/ML, Supercomputing & Quantum Computing",Control Systems & Linear Dynamical Systems,0.75,haiku,"AI/ML, Supercomputing & Quantum Computing",Control Systems & Linear Dynamical Systems,Y,Y,,,
69deca614e2d2a5b77edd781,Mass and stiffness matrix updating of damped & coupled structure using normal response function method,"Quite often a structural dynamic finite element model is required to be updated so as to accurately predict the dynamic characteristics like natural frequencies & the mode shapes. Since in many situations undamped natural frequencies and mode shapes need to be predicted, it has generally been the practice in these situations to seek updating of only mass & stiffness matrix so as to obtain a reliable prediction model. Updating using frequency response functions (FRFs) has been one of the widely u",Smart & Sustainable Infrastructure,Structural Dynamics & Seismic Engineering,0.75,haiku,Smart & Sustainable Infrastructure,Structural Dynamics & Seismic Engineering,Y,Y,,,
